"","sciname","Genus","Species","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","SpecCode"
"304","Papilloculiceps longiceps","Papilloculiceps","longiceps",3476,"(Cuvier, 1829)","Tentacled flathead","Palon_uf.jpg",NA,NA,NA,273,NA,7696,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated","non-migratory",NA,1,15,9710,NA,NA,NA,NA,NA,NA,NA,46.37,70,"TL",NA,NA,4315,50,"TL",NA,NA,3476,NA,NA,NA,"PALON_U1",NA,NA,NA,3476,"subsistence fisheries","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,0,-1,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found in the vicinity of coral reefs on sand or rubble bottoms.",NA,1,0,34,"1993-04-21T00:00:00.000Z",303,"2009-04-29T00:00:00.000Z",113,"1997-01-10T00:00:00.000Z",NA,7896
"305","Parabembras robinsoni","Parabembras","robinsoni",6628,"Regan, 1921","African deep-water flathead","Parob_u4.jpg",NA,NA,NA,590,NA,4573,NA,"elongated","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,200,600,6628,NA,NA,NA,NA,NA,NA,NA,12.55,24,"TL",NA,NA,6628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,1,0,1,"1994-05-10T00:00:00.000Z",65,"2013-07-15T00:00:00.000Z",113,"1997-01-07T00:00:00.000Z",NA,10114
"306","Paracottus knerii","Paracottus","knerii",2058,"(Dybowski, 1874)","Stone sculpin","Pakne_u0.jpg",NA,NA,NA,278,NA,5794,NA,"fusiform / normal","O",NA,NA,0,-1,0,0,"benthopelagic",NA,NA,NA,100,2058,NA,NA,NA,NA,NA,NA,NA,44.27,14.4,"TL",NA,NA,2058,8,"TL",NA,NA,2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found mainly in the littoral zone, occurring exclusively over stone or sand.  Spawns near shore at depths not exceeding 1.5 m, from the end of May to mid July.  About 600 eggs are deposited under stones during spawning.  Spent females move away to deeper waters (10-30m); males guard the eggs until the fry stage (Ref. 2058).",NA,1.002,0,34,"1998-04-28T00:00:00.000Z",65,"2013-07-18T00:00:00.000Z",NA,NA,NA,48036
"307","Paraliparis antarcticus","Paraliparis","antarcticus",30823,"Regan, 1914",NA,"Paant_u0.jpg",NA,NA,NA,615,NA,3853,NA,NA,"r",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,300,782,30823,NA,NA,NA,NA,NA,NA,NA,26.08,16.3,"SL",NA,NA,36325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,14,"2000-01-12T00:00:00.000Z",303,"2005-07-24T00:00:00.000Z",NA,NA,NA,54754
"308","Paraliparis bathybius","Paraliparis","bathybius",9925,"(Collett, 1879)","Black seasnail","Pabat_u0.gif",NA,NA,NA,615,NA,3853,NA,"elongated","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,20,4009,58496,1000,1850,4702,NA,NA,NA,NA,35.58,25.3,"SL",NA,NA,4702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in deep, cold water (Ref. 4702).  Maximum depth reported at 4009 m (Ref. 58426).  Epibenthic (Ref. 58426).  Feeds on pelagic amphipods, benthic gastropods, and mysids (Ref. 4702).",NA,0.5,0,159,"1995-11-02T00:00:00.000Z",949,"2007-08-10T00:00:00.000Z",NA,NA,NA,15564
"309","Paraliparis calidus","Paraliparis","calidus",12204,"Cohen, 1968","Lowfin snailfish","Pacal_u2.gif",NA,NA,NA,615,NA,3853,NA,"elongated","o",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,150,1207,12204,NA,NA,NA,NA,NA,NA,NA,24.32,14.2,"SL",NA,NA,12204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Probably feeds on comb jellies, cnidarians, salps and crustaceans (Ref. 12204).  Spawning believed to occur almost year round (Ref. 12204).",NA,0.5,0,113,"1999-10-08T00:00:00.000Z",303,"2005-07-24T00:00:00.000Z",NA,NA,NA,54154
"310","Paraliparis cephalus","Paraliparis","cephalus",26773,"Gilbert, 1892","Swellhead snailfish","Pacep_u0.gif",NA,NA,NA,615,NA,3853,NA,"elongated","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,294,1800,58496,NA,NA,NA,NA,NA,NA,NA,14.21,8.2,"SL",8.4,"SL",26773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Minimum depth reported at 294 m (Ref. 50610).",NA,0.5,0,113,"1996-09-16T00:00:00.000Z",949,"2007-08-10T00:00:00.000Z",NA,NA,NA,25260
"311","Paraliparis dactylosus","Paraliparis","dactylosus",26773,"Gilbert, 1896","Red snailfish",NA,NA,NA,NA,615,NA,3853,NA,NA,"R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,541,1000,51661,NA,NA,NA,NA,NA,NA,NA,21.17,8.9,"SL",12.1,"SL",26773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,113,"1999-02-11T00:00:00.000Z",303,"2005-10-25T00:00:00.000Z",NA,NA,NA,51445
"312","Paraliparis garmani","Paraliparis","garmani",9925,"Burke, 1912","Pouty seasnail","Pagar_u0.gif",NA,NA,NA,615,NA,3853,NA,"elongated","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,225,1000,51661,NA,NA,NA,NA,NA,NA,NA,24.73,14.2,"NG",NA,NA,58426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Epibenthic; feeds on crustaceans (Ref. 58426).",NA,0.5,0,159,"1995-11-02T00:00:00.000Z",65,"2013-07-15T00:00:00.000Z",NA,NA,NA,15566
"313","Paraliparis mawsoni","Paraliparis","mawsoni",5196,"Andriashev, 1986",NA,NA,NA,NA,NA,615,NA,3853,NA,NA,"R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,735,1080,5196,NA,NA,NA,NA,NA,NA,NA,25.86,15.9,"SL",NA,NA,36325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5196,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Feeds on amphipods (Ref. 36325).",NA,0.5,0,26,"1993-01-23T00:00:00.000Z",303,"2005-07-24T00:00:00.000Z",2,"1994-09-26T00:00:00.000Z",NA,7170
"314","Paraliparis melanobranchus","Paraliparis","melanobranchus",559,"Gilbert & Burke, 1912",NA,NA,NA,NA,NA,615,NA,3853,NA,NA,"o",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,805,1554,26773,NA,NA,NA,NA,NA,NA,NA,12.93,NA,NA,7.6,"SL",26773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,113,"1996-06-29T00:00:00.000Z",303,"2005-07-24T00:00:00.000Z",NA,NA,NA,24137
"315","Paraliparis neelovi","Paraliparis","neelovi",5196,"Andriashev, 1982",NA,NA,NA,NA,NA,615,NA,3853,NA,NA,"R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,1070,2000,30823,NA,NA,NA,NA,NA,NA,NA,37.04,27,"SL",NA,NA,5196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5196,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,26,"1993-01-23T00:00:00.000Z",303,"2005-07-24T00:00:00.000Z",2,"1994-09-26T00:00:00.000Z",NA,7173
"316","Paraliparis operculosus","Paraliparis","operculosus",5196,"Andriashev, 1979","Longeared snailfish",NA,NA,NA,NA,615,NA,3853,NA,NA,"R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,380,1010,30823,600,700,11892,NA,NA,NA,NA,22.76,13,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,26,"1993-01-23T00:00:00.000Z",303,"2012-04-25T00:00:00.000Z",NA,NA,NA,7174
"317","Paraliparis paucidens","Paraliparis","paucidens",11980,"Stein, 1978","Toothless snailfish","Papau_u0.gif",NA,NA,NA,615,NA,3853,NA,"elongated","o",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,1536,2275,11980,NA,NA,NA,NA,NA,NA,NA,26.08,16.4,"SL",NA,NA,26773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,113,"1996-09-16T00:00:00.000Z",65,"2013-07-15T00:00:00.000Z",NA,NA,NA,25256
"318","Paraliparis pectoralis","Paraliparis","pectoralis",26773,"Stein, 1978",NA,NA,NA,NA,NA,615,NA,3853,NA,NA,"R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,681,1636,58496,NA,NA,NA,NA,NA,NA,NA,32.4,21.8,"SL",NA,NA,26773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Minimum depth reported at 681 m (Ref. 26773).",NA,0.5,0,14,"1999-02-12T00:00:00.000Z",949,"2007-08-10T00:00:00.000Z",NA,NA,NA,51463
"319","Paraliparis rosaceus","Paraliparis","rosaceus",559,"Gilbert, 1890","Pink snailfish","Paros_u0.gif",NA,NA,NA,615,NA,3853,NA,"fusiform / normal","o",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,1050,3358,559,NA,NA,NA,NA,NA,NA,NA,48.55,40,"SL",36.1,"SL",559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,113,"1996-06-29T00:00:00.000Z",65,"2013-07-15T00:00:00.000Z",NA,NA,NA,24139
"320","Paraliparis thalassobathyalis","Paraliparis","thalassobathyalis",5196,"Andriashev, 1982",NA,NA,NA,NA,NA,615,NA,3853,NA,NA,"R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,620,1600,51661,NA,NA,NA,NA,NA,NA,NA,23.23,13.5,"SL",NA,NA,5196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5196,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Eggs measures 2.5-3 mm diameter (Ref. 11892).",NA,0.5,0,26,"1993-01-23T00:00:00.000Z",303,"2012-04-25T00:00:00.000Z",2,"1994-09-26T00:00:00.000Z",NA,7179
"321","Paraliparis wolffi","Paraliparis","wolffi",75876,"Duhamel & King, 2007",NA,NA,NA,NA,NA,615,NA,3853,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,4195,75876,NA,NA,NA,NA,NA,NA,NA,21.13,12.09,"SL",NA,NA,75876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,0.5,0,97,"2008-08-04T00:00:00.000Z",97,"2008-08-14T00:00:00.000Z",NA,NA,NA,64570
"322","Parapterois heterura","Parapterois","heterura",4313,"(Bleeker, 1856)","Blackfoot firefish","Pahet_u0.jpg",NA,NA,NA,264,"Pteroinae",8741,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"demersal",NA,NA,40,300,4313,NA,NA,NA,NA,NA,NA,NA,51.87,38,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"PAHET_U0",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4313,0,NA,"venomous",4313,"no special ability",NA,NA,-1,"Usually found in sheltered coastal bays and fine sand or muddy habitats.  May partly bury itself in the substrate during the day and is easily overlooked.  When disturbed, the brightly colored pectoral fins probably serves to startle predators.  The large fins serve primarily to corner prey when hunting (Ref. 48635).  Trawled on soft bottom in coastal waters (Ref. 4313), to 300 m depth (Ref. 48635).",NA,0.75,0,34,"1993-04-21T00:00:00.000Z",2291,"2013-03-01T00:00:00.000Z",1,"1994-03-23T00:00:00.000Z",NA,7917
"323","Parascorpaena mossambica","Parascorpaena","mossambica",1602,"(Peters, 1855)","Mozambique scorpionfish","Pamos_u6.jpg",NA,NA,NA,264,"Scorpaeninae",6672,NA,"fusiform / normal","O",NA,"Distribution of this species probably include those referring to <ii>Parascorpaena armata</i>.  Please send references.",1,0,0,-1,"reef-associated",NA,NA,0,18,9710,NA,NA,NA,NA,NA,NA,NA,27.89,12,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"PAMOS_U0",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"venomous",2334,"no special ability",NA,NA,-1,"Inhabits areas with mixed sand and rubble in reef flats, shallow lagoons, and channels.  Hides during the day, ventures out in the open at night.  Anterolateral glandular groove with venom gland (Ref. 57406). Solitary (Ref 90102).",NA,0.5078,0,14,"1992-06-12T00:00:00.000Z",14,"2017-08-29T00:00:00.000Z",14,"1994-08-31T00:00:00.000Z",NA,5810
"324","Percis japonica","Percis","japonica",43939,"(Pallas, 1769)","Dragon poacher","Pejap_u3.jpg",NA,NA,NA,283,"Hypsagoninae",1365,NA,"elongated","o",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,19,750,50550,NA,NA,NA,NA,NA,NA,NA,50.37,42,"TL",NA,NA,43939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found over rocky gravel and muddy sand bottoms (Ref. 43939).",NA,0.75,0,113,"1996-06-26T00:00:00.000Z",65,"2014-02-27T00:00:00.000Z",NA,NA,NA,23990
"325","Peristedion barbiger","Peristedion","barbiger",26282,"Garman, 1899",NA,"Pebar_u1.jpg",NA,NA,NA,581,NA,4835,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,102,58018,NA,NA,NA,NA,NA,NA,NA,30.38,13.71,"SL",NA,NA,86275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Needs better reference.",NA,0.5,0,1,"1998-10-16T00:00:00.000Z",14,"2011-01-19T00:00:00.000Z",NA,NA,NA,50090
"326","Peristedion cataphractum","Peristedion","cataphractum",5204,"(Linnaeus, 1758)","African armoured searobin","Pecat_j0.jpg",NA,NA,NA,581,NA,4835,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"demersal",NA,NA,50,848,56504,NA,150,10780,NA,NA,NA,NA,38.25,40,"TL",NA,NA,3397,18,"TL",NA,NA,3397,NA,NA,NA,NA,NA,NA,NA,NA,"subsistence fisheries","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Depth range from 50-600 m (Ref. 10780) and from 288-848 m in the eastern Ionian Sea (Ref. 56504).  Gregarious.  Occurs on muddy or rocky bottoms of the shelf.  Digs the mud with its rostrum, searching for prey; stands and walks on the bottom with its free pectoral rays.  After a pelagic existence, the juveniles live in coastal waters before migrating to deeper waters (Ref. 6556).  Minimum depth range taken from Ref. 27000.",NA,0.5,0,5,"1990-10-23T00:00:00.000Z",303,"2006-03-23T00:00:00.000Z",NA,NA,NA,1746
"327","Peristedion gracile","Peristedion","gracile",7251,"Goode & Bean, 1896","Slender searobin","Pegra_u1.jpg",NA,NA,NA,581,NA,4835,NA,"elongated","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,30,475,7251,NA,NA,NA,NA,NA,NA,NA,30.38,20,"TL",NA,NA,7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",57406,"no special ability",NA,NA,-1,"Found mostly on the continental slope.  Neither anterolateral glandular groove nor venom gland is present (Ref. 57406).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",65,"2013-07-18T00:00:00.000Z",10,"1994-08-30T00:00:00.000Z",NA,4017
"328","Peristedion liorhynchus","Peristedion","liorhynchus",7300,"(Günther, 1872)","Armoured gurnard","Pelio_u1.jpg",NA,NA,NA,581,NA,4835,NA,"elongated","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,140,380,9563,NA,NA,NA,NA,NA,NA,NA,47.03,40,"TL",NA,NA,9563,NA,NA,NA,NA,NA,NA,NA,NA,"PELIO_U1",NA,NA,NA,9563,"of no interest","unknown",NA,NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A deepwater species.  Occurs on the continental shelf and slope (Ref. 9563).  Bony scutes reduce commercial value (Ref. 9771).",NA,0.5,0,2,"1994-06-06T00:00:00.000Z",303,"2005-07-04T00:00:00.000Z",97,"1995-09-26T00:00:00.000Z",NA,10441
"329","Peristedion miniatum","Peristedion","miniatum",7251,"Goode, 1880","Armored searobin","Pemin_u0.jpg",NA,NA,NA,581,NA,4835,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,64,910,NA,NA,NA,NA,NA,NA,NA,NA,39.4,30,"TL",NA,NA,7251,NA,NA,NA,NA,NA,NA,NA,NA,"PEMIN_U0",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found mostly on the continental slope.",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",14,"2013-06-25T00:00:00.000Z",10,"1994-08-30T00:00:00.000Z",NA,4018
"330","Peristedion truncatum","Peristedion","truncatum",51211,"(Günther, 1880)","Black armoured searobin","Petru_u2.jpg",NA,NA,NA,581,NA,4835,NA,"elongated","o",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,155,910,51211,NA,580,51211,NA,NA,NA,NA,33.53,17,"SL",NA,NA,51211,15,"SL",NA,NA,51211,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Taken from the bottom with temperatures ranging from 7.3 to 10°C (Ref. 51211).",NA,0.5,0,113,"1998-02-10T00:00:00.000Z",113,"2006-08-08T00:00:00.000Z",NA,NA,NA,46228
"331","Peristedion weberi","Peristedion","weberi",6630,"Smith, 1934",NA,"Peweb_u1.gif",NA,NA,NA,581,NA,4835,NA,"elongated","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,NA,476,26282,NA,NA,NA,NA,NA,NA,NA,26.31,15,"TL",NA,NA,6630,NA,NA,NA,NA,NA,NA,NA,NA,"PEWEB_U1",NA,NA,NA,4833,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,34,"1994-06-14T00:00:00.000Z",303,"2005-07-04T00:00:00.000Z",113,"1997-01-10T00:00:00.000Z",NA,10738
"332","Phallocottus obtusus","Phallocottus","obtusus",2850,"Schultz, 1938","Spineless sculpin",NA,NA,NA,NA,277,NA,9717,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,150,58496,NA,NA,NA,NA,NA,NA,NA,44.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Minumum depth reported at 0 m (Ref. 50610).",NA,1,0,1,"1991-05-01T00:00:00.000Z",949,"2007-08-08T00:00:00.000Z",NA,NA,NA,4134
"333","Pholidapus dybowskii","Pholidapus","dybowskii",559,"(Steindachner, 1880)",NA,NA,NA,NA,NA,393,"Opisthocentrinae",6594,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,146,50550,NA,NA,NA,NA,NA,NA,NA,60.81,46,"TL",NA,NA,56557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found in seaweed beds near shore (Ref. 43239).",NA,1,0,113,"1996-06-17T00:00:00.000Z",1287,"2006-03-27T21:41:38.000Z",NA,NA,NA,23775
"334","Pholis gunnellus","Pholis","gunnellus",4693,"(Linnaeus, 1758)","Rock gunnel","Phgun_u1.jpg",NA,NA,NA,395,NA,5305,NA,"eel-like","R",NA,NA,0,0,-1,-1,"demersal","non-migratory",NA,0,100,48978,0,30,35388,5,72462,1.17,273,34.2,25,"SL",NA,NA,4693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHGUN_L0",NA,NA,"of no interest","unknown",NA,NA,NA,NA,"seines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in shallow waters (seashore, tide pools), but descends (especially in winter) to 100 m or more.  May remain out of water under rocks or seaweeds (Ref. 31184).  Feeds on small crustaceans, polychaetes, mollusks and fish eggs.  The eggs are laid on the sea bed in a large clump, which is closely guarded until hatched (Ref. 9900).  Breathes air when out of water (Ref. 31184).  Spawning occur in November - January .  Female lays 80-200 eggs in a large ball under a stone or in an empty bivalve shell (Ref. 35388).",NA,0.5005,0,1,"1991-05-01T00:00:00.000Z",65,"2015-07-24T00:00:00.000Z",1,"1997-09-11T00:00:00.000Z",NA,3804
